Product,Category,Price_Now,Price_Before,Discounts %,Stock,Rating,Voters,Qualification %
"ASUS C214ma-Yz02t-S Chromebook Flip C214ma Yz02t-S 11.6 pulgadas, Intel Celeron, memoria de 4 GB, Emmc de 32 Gb, Google Chrome",ASUS,279.73,292.3,4.3,Solo queda(n) 2 en stock,3.1,127.0,62.0
"HP EliteBook 850 G5 15.6"" FHD, Core i5-7200U 2.5GHz, 16GB RAM, 256GB SSD, Windows 10 Pro 64Bit, CAM (renovado)",HP,458.0,482.5,5.1,Con stock completo,3.1,581.0,62.0
"ASUS C202XA-BS01-CB Chromebook C202XA retroiluminación LED de 11.6 pulgadas 1366 x 768 45% NTSC gama de colores, antirreflejos",ASUS,99.0,124.2,20.3,Solo queda(n) 1 en stock,4.0,5.0,80.0
"Acer C851T-C6XB, Chrome OS, Intel CELERON N4020, 12 pulgadas (1366 X 912) 10-",ACER,615.73,643.0,4.2,Con stock completo,3.1,693.0,62.0
"DELL Latitude 11 – 3180 Intel Celeron N3350 X2 1.1 GHz, 4 GB, 64 GB, 11.6"", Negro (Reacondicionado Certificado)",DELL,145.0,197.2,26.5,Con stock completo,4.7,5.0,94.0
"Lenovo Laptop ideapad 2022, pantalla táctil de 15.6 pulgadas, procesador Intel Core i3-1115G4, 8 GB de RAM, 256 GB PCIe SSD, WiFi, cámara web, lector de tarjetas, Windows 11 Home, paquete con JAWFOAL",LENOVO,469.99,515.9,8.9,Solo queda(n) 1 en stock,3.1,333.0,62.0
"PC portátil Dell Latitude E6230 de 12,5"" - Intel Core i7-3520M 8GB 500 GB HDD Windows 10 Professional (renovado)",DELL,217.63,246.2,11.6,Solo queda(n) 2 en stock,3.9,7.0,78.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,364.7,4.3,Con stock completo,3.5,89.0,70.0
"HP Chromebook 14a-na0122od 14"" Intel Pentium Silver N5030 4 GB de memoria; 64 GB eMMC Storage Chrome OS Ceramic White (renovado)",HP,129.95,175.2,25.8,Con stock completo,3.9,3.0,78.0
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S, accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",HP,299.99,333.8,10.1,Con stock completo,4.5,2587.0,90.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,570.6,5.5,Solo queda(n) 1 en stock,4.3,50.0,86.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,405.4,6.3,Solo queda(n) 13 en stock,4.3,132.0,86.0
"MSI GF75, portátil para juegos de 17,3"", i5-10300H, 8 GB, 512 GB SSD, 4G",MSI,615.73,661.3,6.9,Con stock completo,5.0,6.0,100.0
"HP 2022 Victus 15.6"" 144Hz Gaming Laptop, Intel 12th Core i5-12450H, 32GB RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Graphics 4GB, teclado retroiluminado, Windows 11 Pro, Mica Silver, tarjeta USB de 32GB",HP,999.0,1031.5,3.2,Solo queda(n) 2 en stock,4.7,4.0,94.0
"Nueva PC portátil HP de 17,3"" HD+ (1600 x 900) con pantalla táctil para empresas, AMD 6-Core Ryzen 5-5500U hasta 4,0GHz, 12GB DDR4, 1TB HDD, Webcam, Wireless-AC, Bluetooth 5.0, USB-C, HDMI, Windows 10, 64GB ABYS tarjeta SD",HP,642.0,660.5,2.8,Solo queda(n) 1 en stock,4.7,15.0,94.0
"Lenovo ThinkPad T490 20N20032US Notebook de 14"" - 1920 X 1080 - Core i5 I5-8265U - 8 GB RAM - 256 GB SSD - Negro brillante - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - Intercambio en plano (IPS) Te",LENOVO,899.0,915.5,1.8,Solo queda(n) 1 en stock,4.6,22.0,92.0
"ASUS VivoBook 14 Laptop con pantalla LED Full HD, procesador Intel Core i3-1115G4, actualización de 12 GB DDR4 RAM ,  512 GB PCIe SDD, lector de huellas dactilares, teclado retroiluminado, Windows 10, TWE Pen",ASUS,528.0,565.8,6.7,Solo queda(n) 2 en stock,3.1,523.0,62.0
"ASUS Zenbook UX5400EG - Laptop con pantalla táctil de 14 pulgadas, Intel Core i7-1165G7 de 11ª generación, 16 GB de RAM, SSD de 1 TB - GeForce MX450 - Windows 11 Professional - Gris pino - Kuulpal USB 2.0",ASUS,1099.95,1150.9,4.4,Solo queda(n) 1 en stock,3.1,697.0,62.0
"Portátil Premium 2020 HP 15 15,6"" HD con pantalla táctil Premium (renovado)",HP,615.73,663.4,7.2,Con stock completo,4.2,39.0,84.0
"HP Premium 17 Laptop, 17.3 pulgadas HD+ pantalla táctil de 6 núcleos, AMD Ryzen 5 5500U Radeon Graphics, 16 GB de RAM, 512 GB SSD+1 TB HDD, WiFi, HDMI, Webcam, Windows 10 Home, con cable HDMI 9H",HP,719.0,773.2,7.0,Solo queda(n) 3 en stock,3.9,11.0,78.0
"ASUS TUF Laptop para juegos, 15.6 pulgadas IPS Level Full HD, procesador AMD Ryzen 5 3550H, AMD Radeon Rx 560X, 8GB DDR4, 256GB PCIe Nvme SSD, Gigabit WiFi, Windows 10 - FX505DY-ES51",ASUS,615.73,653.4,5.8,Con stock completo,4.3,406.0,86.0
"Dell Precision M3530 Intel Core i7-8850H X6 2.6GHz 32GB 1TB SSD 15.6"" Win10, (Renovado) 2.6GHz 1TB disco duro externo",DELL,695.0,721.6,3.7,Solo queda(n) 2 en stock,1.0,1.0,20.0
"ASUS VivoBook Computadora portátil FHD de 14 pulgadas, Intel Core i3 1005G1 hasta 3.4 GHz, 4 GB DDR4 RAM, 128 GB PCIe SSD, 802.11AC WiFi, Bluetooth 4.1, cámara web, Dreamy White, Windows 10 S, unidad flash de 64 GB",ASUS,646.38,661.7,2.3,Solo queda(n) 1 en stock,4.4,10.0,88.0
"Dell Latitude 5510 15.6"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10210U 10th Gen 1.6GHz Quad-Core (4 Core) - 8GB RAM - 256GB SSD",DELL,615.73,648.2,5.0,Con stock completo,5.0,3.0,100.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,398.3,12.4,Con stock completo,3.5,89.0,70.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,445.7,5.8,Con stock completo,3.8,37.0,76.0
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",DELL,208.99,219.9,5.0,Solo queda(n) 3 en stock,4.0,57.0,80.0
"HP 2 en 1 Convertible Chromebook 11.6 HD IPS Pantalla táctil, procesador Intel Celeron N3350, 4 GB RAM 32 GB SSD, Intel HD Graphics, Wi",HP,238.0,259.5,8.3,Solo queda(n) 1 en stock,4.4,130.0,88.0
Dell Latitude 13-7380 Intel Core E: 7600U X2 3.9GHz 8GB 128GB SSD Negro (Certified Refurbished),DELL,299.0,319.6,6.4,Solo queda(n) 2 en stock,2.7,3.0,54.0
"Lenovo Estación de trabajo portátil resistente ThinkPad P15 Gen 2 20YQ003JUS de 15,6"" - 4K UHD - 3840 x 2160 - Intel Core i7 (11ª generación) i7-11850H Octa-core (8 núcleos) 2,50 GHz - 32 GB RAM - SSD de 1 TB - Negro",LENOVO,2649.0,2691.1,1.6,Solo queda(n) 1 en stock,3.1,433.0,62.0
"Dell XPS 13-9350 computadora portable de 13.3"" con procesador Intel Core i7-6560U X2 2.2GHz, 16 GB 512 GB SSD, plateada (renovación certificada).",DELL,839.0,875.8,4.2,Solo queda(n) 1 en stock,2.8,12.0,56.0
"Lenovo 14"" ThinkPad X1 Carbon Gen 8 Laptop - 14"" WQHD (2560 x 1440) - 1,8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 16GB - Windows 10 Pro",LENOVO,2630.9,2666.5,1.3,Con stock completo,3.1,624.0,62.0
"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD IPS Display Business Laptop, Intel Hexa Core i7-10750H, 16GB RAM 512GB SSD, GeForce GTX 1650 Ti, huella digital, Windows 10 Pro ,  Tarjeta USB de tela de 32GB",LENOVO,615.73,636.3,3.2,Con stock completo,4.6,27.0,92.0
Dell Precision 3541 Laptop 15.6 - Intel Core i7 de 9ª generación - i7-9750H - Six Core 4.5Ghz - 256GB SSD - 8GB RAM - Nvidia Quadro P620 2GB - 1920x1080 FHD - Windows 10 Pro (renovado),DELL,795.0,823.1,3.4,Solo queda(n) 11 en stock,1.4,2.0,28.0
"MSI GP66 Leopard Gaming & Entertainment Laptop (Intel i7-11800H 8-Core, 32GB RAM, 1TB PCIe SSD, RTX 3070, 15.6"" Full HD (1920x1080), WiFi, Bluetooth, cámara web, 1xHDMI, Win 10 Home) con concentrador",MSI,3091.39,3132.7,1.3,Solo queda(n) 1 en stock,3.1,448.0,62.0
"Lenovo IdeaPad Gaming 3 - Portátil de 15 pulgadas, pantalla FHD de 15.6 pulgadas (1920 x 1080), procesador AMD Ryzen 5 4600H, 8 GB DDR4 RAM, 256 GB SSD, gráficos NVIDIA GeForce GTX 1650, Windows 10, 82EY00FDUS, ónix negro",LENOVO,699.99,726.6,3.7,Solo queda(n) 5 en stock,4.5,94.0,90.0
"HP Chromebook x360 11 G1 EE 11.6 pulgadas Touch 4GB 32GB SSD Celeron N3350 1.1GHz ChromeOS, gris (renovado)",HP,119.99,151.7,20.9,Solo queda(n) 1 en stock,4.5,2.0,90.0
"Bmax Y11Plus - Laptop 2 en 1, pantalla táctil, Quad Core N5100 (hasta 2.8 GHz), 8 GB LPDDR4, 256 GB SATA SSD de 11.6 pulgadas FHD (1920 x 1080), convertible de 360 grados, tipo C, Windows 10, HDMI, cuerpo totalmente metálico",BMAX,399.99,434.5,7.9,Con stock completo,3.9,387.0,78.0
"ALLDOCUBE Computadoras portátiles con Windows 11 GT Book 13, Intel Celeron N5100, Quad Core, laptop 12GB Ram 256GB SSD, pantalla 3K de 13.5"" 3000x2000, WiFi 2.4G+5G, Bluetooth, tipo C, HDMI, Full Metal, gris",ALLDOCUBE,329.0,363.8,9.6,Con stock completo,4.5,27.0,90.0
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S, accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",HP,299.99,340.8,12.0,Con stock completo,4.5,2587.0,90.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,379.5,8.0,Con stock completo,3.5,89.0,70.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,417.3,9.0,Solo queda(n) 13 en stock,4.3,132.0,86.0
"Lenovo 2022 IdeaPad 1 Laptop FHD de 15.6 pulgadas, procesador Intel Pentium Silver N6000, 12 GB de RAM, 512 GB PCIe SSD, cámara web HD 720P, Dolby Audio, 1 año Office, azul, Win 11 S, tarjeta USB Snowbell de 32 GB",LENOVO,389.0,409.6,5.0,Solo queda(n) 12 en stock,3.1,482.0,62.0
"Laptop HP Pavilion 2022, pantalla HD de 14 pulgadas, procesador AMD serie 3000, batería de larga duración, cámara web, HDMI, Windows 10 + un año de Office365, oro rosa (16 GB de RAM ,  Almacenamiento de 192 GB)",HP,399.99,454.0,11.9,Con stock completo,3.2,3.0,64.0
Dell Latitude 5420 Laptop 14 – Intel Core i5 11ª generación – i5-1135G7 – Quad Core 4.2 GHz – 256 GB SSD – 16 GB RAM – 1920 x 1080 FHD – Windows 10 Pro (renovado),DELL,579.0,626.2,7.5,Solo queda(n) 2 en stock,3.1,881.0,62.0
"HP Laptop FHD de 17 pulgadas, Intel Core i5-1135G7 de 11ª generación, 12 GB de RAM, SSD PCle NVMe de 256 GB, gráficos Intel Iris Xe, HDMI, WiFi, Bluetooth, cámara web, Windows 11, JAWFOAL",HP,599.99,650.6,7.8,Con stock completo,3.8,10.0,76.0
"Lenovo Ideapad 3i 2022 - Laptop FHD de 15.6 pulgadas para negocios y estudiantes, Intel Core i3-1115G4 (hasta 3 GHz), 8 GB DDR4 RAM, 256 GB M.2 NVMe SSD, WiFi, cámara web, HDMI, Intel UHD Graphics, Win 11 S, EAT Cloth",LENOVO,410.0,420.2,2.4,Solo queda(n) 17 en stock,5.0,2.0,100.0
"HP - Ordenador portátil de 14"" HD Premium Business ,  10ª generación Intel Quad-Core i5-1035G1 hasta 3,6 GHz ,  8GB RAM ,  256GB SSD ,  WiFi ,  HDMI ,  Lector de tarjetas ,  Bluetooth ,  Windows 10 ,  Plata (Renovado)",HP,329.0,347.0,5.2,Solo queda(n) 5 en stock,4.5,17.0,90.0
Dell Latitude 5490 Laptop 14 - Intel Core i7 8ª generación - i7-8650U - Quad Core 4.2Ghz - 256GB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (renovado),DELL,400.0,451.4,11.4,Solo queda(n) 1 en stock,3.1,445.0,62.0
"HP Laptop Premium (último modelo 2021), pantalla táctil HD de 14 pulgadas, procesador AMD Athlon, 8 GB de RAM, SSD de 128 GB, cámara web, HDMI, Bluetooth, Wi-fi, batería de larga duración, conferencias en línea, plata natural, Win 10",HP,399.0,413.7,3.6,Con stock completo,4.1,195.0,82.0
"Acer Swift 7 portátil delgado y ligero de 14"" FHD IPS pantalla táctil en un delgado bisel de 0.10"", Intel Core i7-8500Y, 16GB LPDDR3, SSD PCIe NVMe de 512GB, teclado retroiluminado, Windows 10 (negro)",ACER,615.73,648.2,5.0,Con stock completo,3.6,11.0,72.0
"Laptop Dell XPS 9700 de 17"" de 17"" - Intel Core i7 de 10ª generación - i7-10750H - Seis Core 5Ghz - SSD de 1 TB - 32 GB de RAM - Nvidia GeForce GTX 1650 Ti - 1920 x 1200 FHD+ - Windows 10 Home (renovado)",DELL,1413.65,1439.4,1.8,Con stock completo,3.1,910.0,62.0
"Acer - Pantalla táctil 2 en 1 de metal con IPS HD de 11,6"", procesador Intel Celeron Dual-Core de hasta 2,4 GHz, 4 GB de RAM, 32 GB de SSD, WiFi, sistema operativo cromado (reacondicionado certificado)",ACER,149.99,163.4,8.2,Solo queda(n) 1 en stock,3.5,8.0,70.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,444.2,5.4,Con stock completo,3.8,37.0,76.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,575.9,6.4,Solo queda(n) 1 en stock,4.3,50.0,86.0
"Lenovo IdeaPad 1i Laptop con pantalla HD de 14 pulgadas, procesador Intel Pentium Silver N5030 (4 núcleos, hasta 3.1 GHz), 4 GB de RAM, 256 GB de almacenamiento (128 GB eMMC + 128 GB tarjeta MSD), batería de 10 horas, Win 11 S, 1 año Microsoft 365",LENOVO,219.0,260.5,15.9,Con stock completo,4.0,29.0,80.0
"Lenovo IdeaPad S145 2019 - Computadora portátil de 15.6 pulgadas: AMD Core A6-9225 hasta 3.0 GHz, 4 GB DDR4 RAM, 500 GB HDD, 802.11AC WiFi, Bluetooth 4.2, USB 3.1, HDMI, textura negra, Windows 10 Home",LENOVO,483.0,534.2,9.6,Solo queda(n) 1 en stock,4.0,347.0,80.0
"HP 14a-na0010ca Chromebook Intel Celeron N4000 (1.10 GHz) 4 GB Memoria 64 GB eMMC SSD 14.0"" Chrome OS (renovado)",HP,149.99,170.9,12.2,Solo queda(n) 2 en stock,4.5,2.0,90.0
"HP Laptop empresarial X360 con pantalla táctil 15.6 FHD, Intel Core i5-1235U (Beat i7-1165G7), 24 GB de RAM, 1 TB PCIe SSD, teclado retroiluminado, gráficos Iris Xe, cámara web, Wi-Fi, Win11, accesorios GM",HP,799.0,821.5,2.7,Con stock completo,4.4,24.0,88.0
"Lenovo Ideapad - Computadora portátil con pantalla táctil 3 15 de 15.6 pulgadas, Intel Core i3-1115G4 de 11ª generación (Beat i5-8250U), 20 GB de RAM, SSD PCIe de 1 TB, HDMI, USB-C, WiFi, Bluetooth, Windows 11 S, gris",LENOVO,499.99,525.6,4.9,Solo queda(n) 3 en stock,4.5,2.0,90.0
"Acer C710 – 2815 11.6"" Chromebook, Intel Celeron 847 1.1 GHz, 4 GB de RAM, 16 GB, SSD, 1366 x 768 LED Backlight Display (Segunda Mano)",ACER,615.73,636.5,3.3,Con stock completo,3.4,6.0,68.0
"HP ProBook 640 G8, i5-1145, 16GB, 256GB SSD ,  Windows 10 Pro,  14""",HP,1590.0,1618.9,1.8,Solo queda(n) 5 en stock,3.1,440.0,62.0
"HP EliteBook 850 G8 - Cuaderno con pantalla táctil de 15.6 pulgadas, Full HD, 1920 x 1080, Intel Core i5 11ª generación i5-1135G7 Quad-core (4 núcleos) 2.40 GHz - 16 GB RAM - SSD de 256 GB - Chip Intel - Windows 10 Pro - ENGL",HP,1269.76,1312.9,3.3,Solo queda(n) 1 en stock,5.0,2.0,100.0
"ASUS Vivobook 2022 Pantalla FHD de 14 pulgadas ,  Intel Core i3-1115G4 hasta 4.1GHz (Beat i5-1035G4) ,  Huella dactilar ,  12 GB de RAM, 512 GB SSD ,  Gráficos Intel UHD ,  Windows 10 + Accesorios CUE",ASUS,499.99,527.0,5.1,Solo queda(n) 7 en stock,3.9,6.0,78.0
"Laptop Lenovo Flex 5 con pantalla táctil FHD de 14.0 pulgadas, AMD Ryzen 3 5300U (hasta 3.80 GHz), 4 GB RAM 512 GB NVMe SSD, cámara web, HDMI, Win 10 S",LENOVO,549.99,588.2,6.5,Con stock completo,3.7,7.0,74.0
"HP Chromebook x360 14a-ca0108ca 14"" Intel Celeron N4120 4 GB LPDDR4 64 GB eMMC Chrome OS Plata (renovado)",HP,169.99,183.1,7.2,Solo queda(n) 3 en stock,3.1,402.0,62.0
"2022 ASUS Laptop L210 11.6"" Ultra Thin Student Laptop Computer, procesador Intel Celeron N4020, 4 GB de RAM, 192 GB de almacenamiento, Windows 10 Home en modo S con un año de oficina 365 Personal, Star Black",ASUS,249.99,292.7,14.6,Con stock completo,4.6,3.0,92.0
"Dell Latitude 7000 7320 desmontable 13 2 en 1 (2021) ,  FHD+ Touch de 13 pulgadas ,  Core i5 - SSD de 256 GB - 8 GB de RAM ,  4 núcleos a 4,2 GHz - CPU de 11ª generación (renovada)",DELL,649.99,672.8,3.4,Solo queda(n) 1 en stock,4.8,5.0,96.0
"DELL Latitude, 7185, portátil de 14"", visualización Full-HD, Intel Core i5 – 7300u 2,6 gHz Dual-Core, 8 GB DDR4, 256 GB unidad de estado sólido, 802.11 ac, Bluetooth teclado retroiluminado, Win10Pro (reacondicionado certificado)",DELL,208.99,246.6,15.2,Solo queda(n) 3 en stock,4.0,57.0,80.0
"Bmax Y11Plus - Laptop 2 en 1, pantalla táctil, Quad Core N5100 (hasta 2.8 GHz), 8 GB LPDDR4, 256 GB SATA SSD de 11.6 pulgadas FHD (1920 x 1080), convertible de 360 grados, tipo C, Windows 10, HDMI, cuerpo totalmente metálico",BMAX,399.99,413.4,3.2,Con stock completo,3.9,387.0,78.0
"HP Chromebook 14a-na0122od 14"" Intel Pentium Silver N5030 4 GB de memoria; 64 GB eMMC Storage Chrome OS Ceramic White (renovado)",HP,129.95,174.5,25.5,Con stock completo,3.9,3.0,78.0
"HP Laptop HD de 14 pulgadas, Intel Celeron N4020 hasta 2.8 GHz, DDR4 de 4 GB, almacenamiento eMMC de 64 GB, WiFi 5, cámara web, HDMI, Windows 10 S, accesorios legendarios (compatible con Google Classroom o Zoom) (blanco)",HP,299.99,350.0,14.3,Con stock completo,4.5,2587.0,90.0
"ALLDOCUBE GT Book Windows 11 Laptop de 14 pulgadas, Intel JasperLake N5100 de 11ª generación, Quad Core, 12 GB RAM 256 GB SSD, pantalla IPS FHD de 14 pulgadas, WiFi 6, Bluetooth 5.1, tipo C, portátil con teclado retroiluminado",ALLDOCUBE,379.9,413.8,8.2,Solo queda(n) 13 en stock,4.3,132.0,86.0
"BROAGE Computadora portátil FHD de 15.6 pulgadas, Intel Quad-Core i5-8250U hasta 3.4 GHz, 8 GB de RAM, SSD de 512 GB, WiFi 5G, Ethernet RJ45, HDMI, USB 3.0, HDMI, cámara web, teclado retroiluminado, plata, Windows 10 Home, trabajo remoto",BROAGE,349.0,361.9,3.6,Con stock completo,3.5,89.0,70.0
"HP Stream - PC portátil HD de 14 pulgadas, procesador Intel Celeron N4000, 4 GB de RAM, 64 GB eMMC, HDMI, cámara web, WiFi, Windows 10 S, negro brillante",HP,229.0,260.7,12.2,Solo queda(n) 4 en stock,4.3,29.0,86.0
"ASUS ZenBook - Portátil con pantalla táctil Full HD 2 en 1 de 15.6 pulgadas, AMD Ryzen 7 5700U, gráficos NVIDIA GeForce MX450, RAM DDR4 de 8 GB, SSD de 1 TB, Windows 11 Home, TWE Pen, gris claro - Q508UG",ASUS,725.99,774.6,6.3,Solo queda(n) 3 en stock,1.0,1.0,20.0
"HP EliteBook 840 G3 14"" Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 240GB SSD, Windows 10 Pro 64bit (refractado certificado)",HP,325.0,364.6,10.9,Solo queda(n) 1 en stock,3.5,54.0,70.0
"HP 2023 - Laptop Envy 2 en 1, pantalla táctil IPS FHD de 15.6 pulgadas, AMD Ryzen 5 5625U (> i7-1165G7), DDR4 de 16 GB, SSD de 1 TB, teclado retroiluminado, Amazon Alexa, Wi-Fi 6E, con lápiz óptico y teclado numérico, Win 11, negro",HP,772.99,812.2,4.8,Solo queda(n) 9 en stock,3.1,139.0,62.0
"HP 17-cp0048nr 17.3 pulgadas HD 1600 x 900 Touch Laptop AMD Athlon Gold 3150U, 8 GB DDR4 RAM, 256 GB SSD, AMD Radeon Graphics Windows 11 Home (renovado)",HP,379.99,397.4,4.4,Solo queda(n) 1 en stock,3.1,235.0,62.0
"Acer TRAVELMATE B3 TMB311-31-C343 - CELERON N4020 ,  1.1 GHZ -",ACER,159.99,203.5,21.4,Solo queda(n) 2 en stock,5.0,2.0,100.0
"Gateway - Laptop ultrafina FHD de 15.6 pulgadas en negro AMD Ryzen 5 3450U (mejor que i7-8565U) 8 GB RAM 256 GB SSD lector de huellas dactilares, cámara HDMI WiFi W10",GATEWAY,615.73,635.4,3.1,Con stock completo,4.2,40.0,84.0
"Dell Latitude 5000 5530 - Cuaderno de 15.6 pulgadas, Full HD, 1920 x 1080, Intel Core i5 de 12ª generación i5-1250P Dodeca-core (12 núcleos) 1.70 GHz - 16 GB RAM total, SSD de 256 GB, color gris",DELL,1450.99,1472.1,1.4,Sólo hay 10 disponible(s).,3.1,773.0,62.0
"Dell Latitude 3000 3410 14"" Notebook - HD - 1366 x 768 - Intel Core i3 (10ª generación) i3-10110U Dual-core (2 núcleos) 2.10 GHz - 4 GB RAM - 500 GB HDD - Windows 10 Pro - Teclado inglés - IEEE 802.11111111El El",DELL,599.86,622.5,3.6,Solo queda(n) 1 en stock,3.2,4.0,64.0
"Lenovo IdeaPad 3 15ITL06 82H801EFUS Cuaderno de 15.6 pulgadas, Full HD, 1920 x 1080, Intel Core i3 de 11ª generación i3-1115G4 de doble núcleo (2 núcleos) 3 GHz - 8 GB de RAM - SSD de 256 GB - Gris ártico - Chip Intel - Windows",LENOVO,419.99,456.8,8.1,Solo queda(n) 6 en stock,5.0,1.0,100.0
"Lenovo Legion Y740 17.3 pulgadas FHD 1TB SSD 2.6GHz i7 portátil para juegos (16GB RAM, 6-Core i7-9750H, GeForce RTX 2080, teclado retroiluminado RGB, HDMI, USB-C, Windows 10 Home) Negro, 81UJ0001US",LENOVO,1799.99,1820.4,1.1,Con stock completo,3.1,301.0,62.0
"Bmax Laptop X14 Pro de 14.1 pulgadas AMD Ryzen 5 3450U (hasta 3.5 GHz) 8 GB DDR4 512 GB SSD Gaming Laptop 1920 x 1080 FHD Computadoras tradicionales delgadas expandibles de 1 TB SSD, HDMI, BT, USB3.0, 2.4G, 5G WiFi",BMAX,419.99,463.3,9.4,Con stock completo,3.8,37.0,76.0
"HP [Windows 11 Pro] 15 15.6"" Full HD Business Laptop, AMD 6-Core Ryzen 5 5500U (Beat i7-1160G7), 12GB RAM 256GB PCIe SSD, carga rápida, Wi-Fi 5, Bluetooth 4.2, HDMI, 9.5 horas de duración de la batería, con batería",HP,539.0,550.3,2.0,Solo queda(n) 1 en stock,4.3,50.0,86.0
"Dell Latitude 7000 7330 2 en 1 (2022) ,  FHD Touch de 13.3 pulgadas ,  Core i7 - SSD de 256 GB - 16 GB de RAM ,  10 núcleos a 4.7 GHz - CPU de 12ª generación Win 11 Pro",DELL,1295.0,1343.4,3.6,Solo queda(n) 1 en stock,3.1,672.0,62.0
"Lenovo IdeaPad 3 - Portátil con pantalla táctil FHD de 15.6 pulgadas, Intel 4-Core i5-1135G7 (hasta 4.2 GHz, Beat i7-1060G7), gráficos Iris Xe, RAM DDR4 de 12 GB, SSD de 256 GB, WiFi, HDMI, ligero, Windows 10 S W, TC Card",LENOVO,570.0,591.2,3.6,Solo queda(n) 9 en stock,4.4,39.0,88.0
"Dell Precision 7530 FHD Workstation FHD PC portátil no táctil Intel Core i9-8950HK 32GB Ram 1TB SSD Drive, HDMI, Thunderbolt, cámara, NVIDIA Quadror P3200 4GB GDDR5 Graphics, Windows 10 Pro (renovado)",DELL,1295.0,1326.6,2.4,Solo queda(n) 9 en stock,3.1,598.0,62.0
